ids,pred_seg,labels_seg
442_nda-5,1,1
409_nda-15,1,2
422_nda-12,1,1
427_nda-7,1,1
530_nda-8,1,1
277_nda-20,0,0
489_nda-8,1,2
268_nda-12,1,1
108_nda-19,1,2
133_nda-10,2,2
402_nda-15,1,1
423_nda-11,2,2
302_nda-15,1,1
245_nda-16,1,1
95_nda-17,1,2
172_nda-16,1,1
374_nda-8,2,2
161_nda-15,1,1
203_nda-5,2,2
579_nda-10,1,1
331_nda-1,2,1
320_nda-13,2,2
158_nda-4,1,1
207_nda-20,0,2
355_nda-16,1,1
189_nda-1,1,0
132_nda-18,2,2
331_nda-20,0,0
463_nda-19,1,1
335_nda-15,1,1
500_nda-15,1,1
191_nda-11,2,2
623_nda-7,0,0
206_nda-8,1,1
134_nda-13,1,2
112_nda-13,2,2
186_nda-2,0,2
420_nda-17,2,2
568_nda-1,2,2
573_nda-15,1,1
230_nda-11,2,2
556_nda-18,1,1
98_nda-7,0,0
255_nda-10,2,2
474_nda-11,2,2
141_nda-3,2,2
519_nda-16,2,2
93_nda-19,1,1
299_nda-3,2,2
376_nda-18,2,2
580_nda-18,2,2
282_nda-18,2,2
437_nda-10,2,2
335_nda-11,2,2
274_nda-3,1,1
330_nda-18,2,2
527_nda-20,1,1
522_nda-5,1,1
505_nda-20,2,2
483_nda-16,1,1
623_nda-17,2,2
443_nda-11,2,2
188_nda-3,1,1
460_nda-19,1,1
366_nda-15,1,1
557_nda-2,0,0
342_nda-18,2,2
199_nda-10,2,2
378_nda-5,1,2
94_nda-4,1,1
135_nda-13,1,1
597_nda-13,2,2
148_nda-16,1,1
472_nda-2,0,0
329_nda-12,1,1
562_nda-7,1,1
379_nda-20,0,0
416_nda-10,1,1
243_nda-10,2,2
261_nda-4,1,1
262_nda-17,2,2
235_nda-10,2,2
290_nda-5,1,1
214_nda-4,1,1
341_nda-17,2,2
459_nda-19,1,1
91_nda-8,1,1
559_nda-17,2,2
464_nda-17,2,2
216_nda-18,2,2
419_nda-12,2,2
424_nda-7,0,0
487_nda-8,1,1
370_nda-11,2,2
326_nda-2,0,0
269_nda-10,2,2
102_nda-5,1,1
372_nda-3,1,1
459_nda-10,1,2
186_nda-7,1,1
265_nda-2,0,2
162_nda-8,1,1
324_nda-1,2,0
272_nda-8,2,2
284_nda-19,1,2
548_nda-10,2,2
137_nda-12,1,1
438_nda-20,0,0
599_nda-10,2,2
536_nda-3,1,1
503_nda-4,1,1
624_nda-1,2,2
251_nda-19,1,1
567_nda-13,1,1
559_nda-2,0,2
216_nda-3,1,1
373_nda-19,1,1
487_nda-10,2,2
410_nda-16,1,1
407_nda-10,1,1
461_nda-5,1,1
151_nda-7,1,1
297_nda-12,1,1
420_nda-15,1,2
204_nda-18,2,2
274_nda-4,1,1
92_nda-3,1,1
305_nda-8,1,1
243_nda-17,2,2
287_nda-8,1,1
343_nda-5,1,1
418_nda-20,0,0
529_nda-19,1,2
240_nda-18,2,2
470_nda-1,0,0
382_nda-7,0,1
158_nda-3,1,1
365_nda-15,1,2
427_nda-3,1,1
572_nda-4,1,1
298_nda-3,1,1
198_nda-12,1,2
148_nda-13,1,1
147_nda-20,0,0
620_nda-1,2,2
469_nda-8,1,1
375_nda-8,2,2
434_nda-11,2,2
284_nda-5,1,1
223_nda-8,1,1
209_nda-19,1,1
375_nda-19,1,1
100_nda-1,2,2
302_nda-12,2,2
607_nda-1,0,2
442_nda-19,1,2
339_nda-10,2,2
235_nda-11,2,1
322_nda-16,2,2
242_nda-15,1,1
409_nda-3,1,1
312_nda-11,2,2
620_nda-15,1,2
194_nda-11,2,2
505_nda-8,2,1
316_nda-15,1,1
306_nda-18,2,2
250_nda-4,1,1
371_nda-3,1,2
232_nda-19,1,1
180_nda-15,1,1
122_nda-5,1,2
362_nda-13,1,1
141_nda-19,1,2
170_nda-19,1,1
418_nda-1,0,1
602_nda-12,1,1
571_nda-17,2,2
183_nda-12,1,1
285_nda-7,2,2
135_nda-3,1,2
494_nda-13,1,1
291_nda-18,2,2
385_nda-5,1,1
618_nda-13,1,1
520_nda-15,1,1
122_nda-19,1,1
329_nda-5,1,1
149_nda-18,2,2
115_nda-5,1,1
187_nda-20,0,0
421_nda-15,1,1
88_nda-3,1,2
505_nda-17,2,2
599_nda-16,2,2
277_nda-2,0,0
492_nda-1,2,2
253_nda-20,2,2
242_nda-13,1,2
154_nda-7,1,2
219_nda-8,1,1
580_nda-16,1,2
333_nda-15,1,1
422_nda-4,1,1
135_nda-18,2,2
356_nda-12,1,1
385_nda-1,2,2
329_nda-7,1,1
327_nda-5,1,1
309_nda-4,1,1
372_nda-2,0,2
172_nda-11,2,2
505_nda-7,0,0
285_nda-3,2,2
106_nda-5,1,1
300_nda-10,2,2
359_nda-8,1,1
466_nda-20,0,0
373_nda-12,2,2
166_nda-8,1,1
617_nda-17,2,2
352_nda-19,1,1
173_nda-16,1,2
383_nda-5,2,0
269_nda-7,1,1
524_nda-20,0,0
87_nda-3,1,1
142_nda-4,1,1
162_nda-4,1,1
337_nda-13,1,1
294_nda-1,0,0
360_nda-4,1,1
285_nda-11,2,2
104_nda-2,0,2
208_nda-15,2,2
469_nda-16,2,2
256_nda-10,2,2
139_nda-13,2,2
209_nda-10,2,2
470_nda-17,0,0
247_nda-5,1,1
388_nda-13,1,1
445_nda-10,2,2
128_nda-11,2,2
527_nda-10,1,1
424_nda-8,2,2
206_nda-19,1,1
390_nda-3,1,1
566_nda-10,1,1
264_nda-11,2,2
583_nda-2,0,2
167_nda-15,2,2
588_nda-2,0,2
188_nda-18,2,2
209_nda-3,1,1
279_nda-3,2,2
410_nda-20,0,2
291_nda-5,1,1
484_nda-2,0,0
247_nda-13,1,1
251_nda-7,1,2
277_nda-16,2,2
358_nda-7,0,1
163_nda-13,1,1
317_nda-17,1,2
415_nda-10,1,1
319_nda-10,2,1
577_nda-1,2,2
377_nda-12,1,1
524_nda-10,1,1
608_nda-10,2,1
281_nda-12,1,1
208_nda-16,1,2
244_nda-3,1,2
119_nda-5,0,0
569_nda-20,0,0
91_nda-4,1,1
303_nda-7,1,1
425_nda-13,2,2
512_nda-13,2,2
428_nda-13,1,1
621_nda-16,1,1
335_nda-12,1,1
237_nda-3,1,1
531_nda-8,1,1
358_nda-8,1,1
272_nda-18,2,2
163_nda-12,1,1
385_nda-13,1,1
415_nda-18,1,1
221_nda-19,1,1
324_nda-18,2,2
232_nda-17,2,0
620_nda-8,1,1
134_nda-7,0,0
541_nda-16,1,2
356_nda-10,2,2
583_nda-12,1,1
437_nda-7,0,0
160_nda-12,1,1
224_nda-4,1,1
474_nda-10,1,1
607_nda-12,1,1
291_nda-19,1,2
512_nda-5,2,2
362_nda-1,0,0
201_nda-5,1,1
234_nda-2,0,2
124_nda-20,0,2
574_nda-13,1,1
593_nda-19,1,1
355_nda-10,1,1
194_nda-13,1,1
556_nda-2,0,0
120_nda-19,1,2
374_nda-13,1,2
394_nda-12,1,1
142_nda-10,1,2
108_nda-5,1,1
513_nda-10,1,1
316_nda-18,2,2
609_nda-12,1,1
466_nda-13,2,2
264_nda-19,1,1
196_nda-19,1,1
561_nda-13,1,1
519_nda-18,1,1
187_nda-11,2,2
126_nda-1,2,2
410_nda-1,2,2
267_nda-7,1,1
375_nda-10,2,2
173_nda-1,2,2
382_nda-12,2,2
492_nda-2,0,0
378_nda-17,2,2
351_nda-13,1,1
234_nda-8,2,2
135_nda-7,0,0
119_nda-18,2,2
177_nda-1,2,2
503_nda-10,1,1
198_nda-15,1,1
101_nda-12,1,1
204_nda-17,2,2
536_nda-17,1,1
241_nda-7,0,2
468_nda-15,1,1
509_nda-2,0,0
283_nda-8,1,1
204_nda-15,1,1
359_nda-2,0,0
495_nda-4,1,1
551_nda-20,1,0
279_nda-8,2,1
250_nda-18,2,2
248_nda-1,1,0
145_nda-2,0,0
573_nda-19,1,2
261_nda-12,1,2
178_nda-10,2,2
256_nda-7,0,0
313_nda-13,2,2
182_nda-18,2,2
276_nda-19,1,1
147_nda-5,1,1
403_nda-10,1,2
159_nda-19,1,1
367_nda-3,1,2
442_nda-2,0,0
494_nda-16,1,1
312_nda-8,2,2
522_nda-20,0,0
268_nda-8,1,1
576_nda-20,1,1
121_nda-2,0,0
445_nda-12,2,2
220_nda-10,2,2
176_nda-3,2,2
304_nda-11,2,2
260_nda-13,1,1
423_nda-2,0,0
229_nda-19,1,1
201_nda-19,1,1
512_nda-12,2,2
573_nda-4,1,1
221_nda-1,0,0
524_nda-18,1,1
619_nda-11,2,2
102_nda-15,1,1
233_nda-16,2,1
603_nda-17,2,2
141_nda-12,2,2
583_nda-1,2,2
329_nda-4,1,1
150_nda-19,1,1
318_nda-5,1,1
261_nda-18,2,2
169_nda-18,2,2
203_nda-11,2,2
577_nda-2,0,0
312_nda-10,2,2
257_nda-5,1,1
617_nda-18,2,2
536_nda-4,1,1
120_nda-5,1,1
154_nda-11,2,2
489_nda-13,1,1
331_nda-19,1,1
441_nda-1,2,2
415_nda-13,1,1
562_nda-18,1,1
217_nda-17,2,1
318_nda-15,1,1
597_nda-2,0,2
574_nda-1,0,0
324_nda-7,1,1
337_nda-20,0,1
468_nda-4,1,1
529_nda-3,2,2
386_nda-15,1,1
178_nda-5,1,1
338_nda-17,2,0
133_nda-1,2,0
304_nda-16,1,2
162_nda-16,1,2
160_nda-19,1,1
577_nda-4,1,1
358_nda-5,1,1
159_nda-16,1,1
556_nda-10,1,1
235_nda-5,1,1
196_nda-1,1,2
317_nda-2,0,0
247_nda-18,2,1
375_nda-20,0,0
430_nda-1,2,2
124_nda-7,0,1
203_nda-15,1,2
191_nda-20,0,0
250_nda-17,1,1
620_nda-17,2,2
246_nda-13,2,2
383_nda-10,2,2
155_nda-11,2,2
305_nda-13,1,1
280_nda-5,1,1
608_nda-12,1,1
300_nda-11,2,2
414_nda-2,0,2
520_nda-1,2,2
391_nda-16,2,2
158_nda-8,1,1
148_nda-1,2,0
414_nda-20,1,1
305_nda-3,1,1
390_nda-16,2,2
155_nda-20,0,0
445_nda-18,2,1
149_nda-11,2,2
222_nda-8,1,1
559_nda-1,2,2
305_nda-5,1,1
391_nda-15,1,1
370_nda-12,1,1
604_nda-2,0,0
274_nda-8,2,2
275_nda-2,0,0
171_nda-4,1,1
226_nda-2,0,1
420_nda-5,1,1
519_nda-11,2,2
300_nda-13,1,2
320_nda-16,1,1
200_nda-1,2,2
550_nda-11,2,2
553_nda-18,2,1
192_nda-16,1,1
105_nda-11,2,2
437_nda-13,2,2
438_nda-18,1,1
244_nda-15,1,1
179_nda-8,1,1
569_nda-1,0,2
93_nda-4,1,1
249_nda-10,1,1
460_nda-7,0,0
431_nda-2,0,0
180_nda-18,2,2
174_nda-18,2,2
515_nda-17,2,2
519_nda-5,1,1
348_nda-10,2,2
576_nda-17,1,1
115_nda-3,1,2
232_nda-1,0,0
421_nda-7,0,2
421_nda-11,2,1
164_nda-18,2,2
222_nda-7,1,1
230_nda-3,2,2
489_nda-10,2,2
483_nda-11,2,2
554_nda-16,2,2
487_nda-11,2,2
518_nda-2,0,0
607_nda-2,0,0
170_nda-10,2,1
438_nda-15,1,2
246_nda-7,0,1
92_nda-2,0,2
608_nda-8,1,1
112_nda-3,2,2
492_nda-17,2,2
128_nda-1,0,0
272_nda-2,0,2
136_nda-18,2,2
483_nda-1,1,1
132_nda-10,2,2
515_nda-18,2,1
599_nda-1,2,2
448_nda-18,2,2
275_nda-5,2,2
500_nda-16,2,2
215_nda-20,0,0
148_nda-10,2,2
385_nda-8,1,1
95_nda-5,1,1
425_nda-4,2,2
424_nda-18,2,2
226_nda-13,1,1
131_nda-15,1,1
522_nda-2,0,0
622_nda-5,1,1
246_nda-17,2,2
573_nda-3,1,1
620_nda-13,1,1
272_nda-12,1,1
207_nda-16,1,2
137_nda-1,0,0
319_nda-17,2,2
245_nda-15,1,1
199_nda-7,1,1
335_nda-13,1,1
101_nda-4,1,1
366_nda-7,1,1
96_nda-4,1,1
247_nda-10,1,1
495_nda-12,1,1
579_nda-12,1,1
355_nda-4,1,1
178_nda-3,1,1
385_nda-17,2,2
531_nda-15,1,2
204_nda-10,2,2
167_nda-12,2,1
201_nda-1,2,2
197_nda-10,2,2
394_nda-15,1,1
572_nda-18,1,1
458_nda-13,2,2
265_nda-4,1,1
184_nda-13,1,1
332_nda-17,0,0
374_nda-7,1,1
288_nda-7,0,0
258_nda-4,1,1
364_nda-19,1,1
580_nda-13,1,1
188_nda-8,2,2
602_nda-19,1,2
96_nda-19,1,1
257_nda-17,2,0
474_nda-16,1,1
397_nda-16,2,1
260_nda-18,2,2
169_nda-12,1,1
194_nda-5,1,1
378_nda-13,1,1
351_nda-8,2,2
485_nda-2,0,0
561_nda-5,2,2
230_nda-13,2,1
151_nda-11,2,2
95_nda-19,1,1
527_nda-5,1,1
196_nda-5,1,1
176_nda-12,2,2
245_nda-11,2,2
550_nda-13,1,1
135_nda-20,0,2
122_nda-17,2,2
250_nda-1,2,2
171_nda-3,1,1
263_nda-10,2,2
445_nda-17,2,2
513_nda-12,1,1
512_nda-2,0,0
404_nda-4,1,1
105_nda-20,1,1
332_nda-3,1,1
137_nda-13,1,1
423_nda-1,2,2
204_nda-13,1,2
173_nda-8,1,1
240_nda-10,2,2
206_nda-7,1,1
470_nda-3,1,1
260_nda-11,2,2
535_nda-20,0,0
194_nda-16,1,2
164_nda-2,0,0
319_nda-20,0,0
153_nda-10,2,2
238_nda-13,1,1
290_nda-1,2,1
374_nda-12,2,2
283_nda-3,1,2
202_nda-1,1,1
525_nda-5,1,1
560_nda-5,1,1
390_nda-11,2,2
445_nda-13,2,2
416_nda-17,1,2
322_nda-7,0,0
115_nda-20,0,0
332_nda-7,1,1
589_nda-8,1,1
254_nda-2,0,0
376_nda-8,1,1
253_nda-1,2,0
469_nda-12,2,2
305_nda-20,0,2
215_nda-15,1,1
407_nda-19,1,1
509_nda-17,2,2
624_nda-3,1,1
248_nda-15,1,1
330_nda-13,2,2
283_nda-2,0,0
410_nda-7,1,1
314_nda-3,1,2
548_nda-5,1,1
123_nda-10,2,2
98_nda-16,2,2
442_nda-17,2,2
330_nda-2,0,0
351_nda-10,2,2
614_nda-16,1,2
495_nda-13,1,1
439_nda-18,2,2
87_nda-13,1,1
617_nda-3,1,2
119_nda-1,0,0
177_nda-7,1,1
382_nda-2,0,2
272_nda-5,1,1
340_nda-17,2,2
154_nda-13,1,2
504_nda-12,1,1
193_nda-4,1,1
153_nda-19,1,1
477_nda-15,1,1
378_nda-10,2,2
219_nda-19,1,1
365_nda-10,2,2
579_nda-5,1,1
292_nda-4,1,1
267_nda-10,2,1
594_nda-5,1,1
457_nda-4,1,1
179_nda-2,0,0
500_nda-7,0,0
267_nda-20,0,1
259_nda-8,2,2
535_nda-12,2,2
414_nda-19,1,1
618_nda-8,1,1
124_nda-10,2,2
572_nda-20,1,1
436_nda-2,0,0
428_nda-2,0,2
583_nda-3,1,1
409_nda-8,1,1
88_nda-12,1,1
193_nda-2,0,2
132_nda-11,2,2
554_nda-13,1,2
454_nda-18,2,2
256_nda-2,0,0
223_nda-15,1,1
622_nda-10,1,1
369_nda-7,1,1
623_nda-4,1,1
426_nda-13,1,1
174_nda-11,2,2
579_nda-20,1,0
447_nda-11,2,2
153_nda-4,1,1
245_nda-19,1,1
269_nda-20,0,0
554_nda-4,1,1
98_nda-11,2,2
394_nda-3,1,2
196_nda-20,0,0
260_nda-19,1,1
365_nda-2,0,0
319_nda-2,0,0
154_nda-10,2,2
313_nda-19,1,1
294_nda-19,1,1
87_nda-10,2,2
113_nda-12,1,1
280_nda-15,1,1
349_nda-15,1,1
545_nda-12,2,2
368_nda-11,2,2
572_nda-8,1,1
604_nda-17,2,2
617_nda-13,1,1
346_nda-16,1,1
306_nda-4,1,1
351_nda-19,1,1
377_nda-11,2,2
548_nda-13,2,2
454_nda-19,1,1
323_nda-20,0,0
490_nda-7,0,0
467_nda-2,0,2
95_nda-18,2,2
470_nda-8,1,1
313_nda-10,2,2
421_nda-1,2,2
344_nda-3,1,1
186_nda-18,2,2
253_nda-2,0,0
312_nda-15,1,1
500_nda-1,2,2
102_nda-7,1,1
139_nda-2,0,0
139_nda-4,1,1
624_nda-17,2,2
142_nda-20,1,1
604_nda-4,1,1
384_nda-16,2,2
98_nda-19,1,1
292_nda-16,1,1
569_nda-13,1,1
348_nda-15,1,1
419_nda-11,2,2
246_nda-16,2,1
583_nda-13,1,1
501_nda-3,1,1
423_nda-15,1,1
142_nda-2,0,0
182_nda-16,2,2
125_nda-7,1,0
249_nda-8,1,1
191_nda-10,2,2
505_nda-2,0,0
320_nda-3,2,2
145_nda-11,2,2
125_nda-20,0,1
391_nda-7,0,1
453_nda-1,2,2
169_nda-2,0,0
283_nda-5,1,1
503_nda-5,1,1
468_nda-1,2,1
211_nda-12,1,1
304_nda-17,2,2
550_nda-19,1,0
222_nda-19,1,1
253_nda-12,2,2
124_nda-2,0,1
169_nda-7,1,2
422_nda-8,1,2
86_nda-16,2,2
394_nda-7,2,2
112_nda-18,2,2
339_nda-13,2,2
259_nda-15,2,1
376_nda-7,0,0
341_nda-16,1,1
419_nda-15,1,1
260_nda-15,1,1
462_nda-5,1,1
362_nda-3,1,1
350_nda-5,1,1
270_nda-10,2,2
113_nda-16,1,1
499_nda-8,1,1
436_nda-13,1,1
237_nda-16,2,2
553_nda-7,2,2
504_nda-7,1,1
346_nda-5,1,1
262_nda-5,2,2
304_nda-19,1,1
167_nda-3,2,2
422_nda-15,1,1
588_nda-20,1,1
587_nda-19,1,1
176_nda-17,2,2
371_nda-5,1,1
434_nda-20,0,2
364_nda-5,1,1
288_nda-10,2,2
622_nda-8,1,1
562_nda-19,1,1
292_nda-8,1,1
290_nda-7,1,1
577_nda-19,1,1
283_nda-4,1,1
513_nda-2,0,2
197_nda-13,1,1
229_nda-7,1,1
570_nda-18,2,1
269_nda-5,1,1
515_nda-16,1,1
418_nda-3,1,1
385_nda-4,1,1
328_nda-19,1,1
368_nda-20,1,1
499_nda-15,1,2
226_nda-20,0,0
397_nda-5,2,2
139_nda-18,2,2
383_nda-12,2,2
355_nda-17,2,1
337_nda-17,2,2
178_nda-20,0,0
114_nda-16,1,1
559_nda-18,2,2
419_nda-17,2,1
150_nda-3,1,1
581_nda-12,1,1
325_nda-10,1,1
335_nda-20,0,0
332_nda-11,2,1
95_nda-11,2,2
393_nda-17,2,2
487_nda-4,1,2
318_nda-10,2,2
597_nda-10,2,2
426_nda-1,2,0
363_nda-2,0,0
499_nda-3,1,1
346_nda-19,1,1
386_nda-2,0,1
597_nda-3,2,2
314_nda-15,1,1
262_nda-16,2,1
109_nda-11,2,2
315_nda-20,0,0
470_nda-13,1,1
241_nda-15,1,1
358_nda-16,1,2
368_nda-2,0,0
403_nda-17,2,2
168_nda-5,1,1
581_nda-13,1,1
578_nda-16,2,1
420_nda-18,2,2
474_nda-18,1,1
468_nda-8,2,1
120_nda-13,1,1
341_nda-12,1,2
326_nda-16,1,2
132_nda-20,0,0
183_nda-8,1,1
234_nda-7,2,1
89_nda-1,2,2
576_nda-18,1,2
530_nda-15,1,1
126_nda-13,1,1
548_nda-16,1,1
206_nda-18,2,2
309_nda-20,0,0
264_nda-18,2,2
206_nda-2,0,0
557_nda-12,2,2
108_nda-12,2,2
92_nda-16,1,2
282_nda-1,2,2
442_nda-16,2,2
317_nda-20,0,1
304_nda-15,1,1
303_nda-11,2,2
233_nda-5,1,1
592_nda-2,0,2
550_nda-17,2,2
366_nda-11,2,2
330_nda-7,0,2
188_nda-10,2,2
164_nda-17,1,2
133_nda-3,1,2
325_nda-19,1,0
345_nda-15,1,1
317_nda-1,1,0
386_nda-16,2,1
255_nda-17,2,0
210_nda-13,1,1
368_nda-1,1,1
87_nda-7,1,0
504_nda-13,1,1
151_nda-2,0,0
192_nda-3,1,1
421_nda-4,1,1
131_nda-12,1,1
623_nda-10,1,2
551_nda-1,2,2
259_nda-7,2,2
251_nda-2,0,2
492_nda-7,1,1
196_nda-11,2,2
481_nda-5,2,1
416_nda-18,2,2
98_nda-8,1,1
441_nda-13,1,1
562_nda-13,1,1
96_nda-20,0,2
374_nda-5,2,1
382_nda-20,2,2
346_nda-8,1,1
454_nda-12,2,2
169_nda-19,1,1
242_nda-17,2,0
374_nda-18,2,1
569_nda-11,2,2
171_nda-5,1,1
589_nda-20,1,1
439_nda-15,1,1
286_nda-10,2,2
199_nda-19,1,1
568_nda-7,0,1
614_nda-2,0,0
145_nda-15,1,1
530_nda-18,2,2
468_nda-19,1,1
501_nda-11,2,2
121_nda-11,2,2
524_nda-13,1,1
550_nda-20,0,0
384_nda-4,1,1
461_nda-1,2,2
365_nda-12,2,2
105_nda-17,1,1
464_nda-1,2,2
495_nda-18,2,2
255_nda-11,2,2
557_nda-8,2,1
253_nda-3,1,1
515_nda-5,1,1
207_nda-1,2,1
245_nda-12,1,1
208_nda-1,2,0
422_nda-5,1,1
137_nda-8,1,1
197_nda-11,2,2
214_nda-8,2,2
624_nda-13,1,1
414_nda-15,1,2
86_nda-11,2,2
580_nda-11,2,2
352_nda-17,2,2
161_nda-17,1,1
200_nda-13,2,2
367_nda-12,1,1
102_nda-19,1,0
267_nda-4,1,2
359_nda-5,1,1
114_nda-19,1,1
574_nda-3,1,1
461_nda-19,1,2
311_nda-3,1,1
240_nda-20,2,2
443_nda-3,2,2
378_nda-15,1,1
442_nda-8,1,2
237_nda-17,2,2
492_nda-10,2,2
147_nda-3,1,1
458_nda-19,1,1
416_nda-20,0,0
104_nda-11,2,2
154_nda-5,1,1
255_nda-3,2,1
505_nda-19,2,2
383_nda-3,2,1
548_nda-12,2,2
619_nda-20,1,1
199_nda-4,1,1
551_nda-11,2,2
252_nda-17,2,2
267_nda-1,2,0
303_nda-5,1,1
287_nda-17,2,1
303_nda-19,1,1
220_nda-19,1,1
334_nda-1,2,2
173_nda-10,2,2
210_nda-7,0,1
222_nda-12,1,1
438_nda-2,0,0
149_nda-17,2,2
615_nda-16,2,2
538_nda-17,2,2
34_nda-18,2,2
335_nda-10,2,1
368_nda-3,1,1
603_nda-12,2,2
597_nda-18,2,2
283_nda-7,1,1
330_nda-3,2,1
579_nda-16,1,1
124_nda-17,2,2
417_nda-8,2,2
383_nda-2,0,0
404_nda-2,0,0
191_nda-16,1,1
207_nda-3,1,1
517_nda-15,1,1
380_nda-18,2,2
410_nda-10,1,1
474_nda-13,1,1
416_nda-11,2,2
234_nda-12,2,2
417_nda-16,2,2
317_nda-5,1,1
297_nda-10,1,1
305_nda-7,1,1
607_nda-5,1,1
193_nda-1,1,1
410_nda-18,1,2
128_nda-12,2,2
616_nda-12,1,1
306_nda-12,1,1
379_nda-3,1,1
337_nda-11,2,2
371_nda-11,2,2
123_nda-4,1,1
462_nda-2,0,0
483_nda-5,1,1
501_nda-10,2,2
262_nda-4,1,1
393_nda-19,1,1
439_nda-11,2,1
202_nda-11,2,2
264_nda-17,2,2
236_nda-4,1,1
379_nda-18,2,2
121_nda-5,1,1
399_nda-4,1,1
443_nda-7,0,0
275_nda-10,2,1
133_nda-7,1,0
246_nda-1,2,2
345_nda-7,1,1
290_nda-13,1,1
89_nda-4,1,1
516_nda-19,1,1
347_nda-7,1,1
88_nda-2,0,0
592_nda-17,2,2
617_nda-19,1,1
423_nda-19,1,0
324_nda-20,0,1
404_nda-3,1,1
299_nda-11,2,2
180_nda-13,1,1
105_nda-19,1,1
126_nda-3,1,1
256_nda-12,2,2
303_nda-13,1,1
159_nda-5,1,1
329_nda-17,2,2
323_nda-4,1,1
150_nda-12,1,2
619_nda-1,2,2
253_nda-4,1,1
171_nda-12,1,1
180_nda-20,0,0
481_nda-15,1,2
173_nda-13,1,1
300_nda-3,1,1
417_nda-1,2,2
402_nda-4,1,1
149_nda-16,1,2
483_nda-12,1,1
362_nda-8,1,1
500_nda-2,0,0
202_nda-5,1,1
300_nda-1,2,1
622_nda-15,1,2
548_nda-11,2,2
264_nda-2,0,0
524_nda-5,1,1
106_nda-18,2,2
133_nda-8,2,2
332_nda-19,1,1
186_nda-5,1,1
566_nda-1,0,0
415_nda-8,1,1
194_nda-1,2,2
489_nda-18,2,2
130_nda-12,1,1
426_nda-3,1,1
377_nda-4,1,0
297_nda-16,1,1
574_nda-15,1,1
473_nda-2,0,1
137_nda-11,2,2
376_nda-20,0,0
328_nda-12,1,2
419_nda-3,2,2
501_nda-7,0,1
509_nda-5,1,1
163_nda-19,1,2
407_nda-3,1,1
426_nda-2,0,0
216_nda-10,1,1
560_nda-3,1,2
210_nda-8,2,2
421_nda-18,2,2
588_nda-13,1,1
334_nda-16,1,2
474_nda-8,1,1
110_nda-12,2,2
172_nda-10,2,2
126_nda-15,1,1
186_nda-19,1,2
294_nda-12,1,1
620_nda-10,1,1
286_nda-11,2,2
105_nda-1,1,1
277_nda-12,2,2
419_nda-8,2,2
567_nda-2,0,0
614_nda-13,1,1
229_nda-18,2,2
118_nda-4,1,2
111_nda-2,0,0
112_nda-7,0,0
292_nda-20,1,1
519_nda-7,1,1
383_nda-7,0,2
235_nda-19,1,1
500_nda-19,1,1
180_nda-7,1,1
415_nda-4,1,1
431_nda-11,2,2
379_nda-15,1,1
160_nda-13,1,1
309_nda-7,1,1
242_nda-1,2,1
103_nda-11,2,2
481_nda-12,2,2
402_nda-8,2,2
474_nda-4,1,1
102_nda-2,0,0
475_nda-16,2,2
280_nda-18,2,2
256_nda-11,2,2
419_nda-18,2,2
616_nda-2,0,2
422_nda-3,1,1
594_nda-13,1,1
120_nda-11,2,2
350_nda-10,2,2
468_nda-17,2,2
454_nda-8,2,2
233_nda-3,2,2
617_nda-12,1,1
500_nda-11,2,1
169_nda-1,0,1
394_nda-20,2,0
275_nda-8,1,1
419_nda-20,0,0
557_nda-7,2,2
308_nda-19,1,1
143_nda-5,0,2
431_nda-15,1,1
198_nda-1,1,1
319_nda-18,2,2
509_nda-11,2,2
320_nda-12,2,2
624_nda-19,1,1
527_nda-4,1,1
319_nda-7,0,0
170_nda-18,2,2
246_nda-2,0,0
356_nda-5,1,1
516_nda-13,1,1
160_nda-8,1,1
194_nda-17,1,0
273_nda-20,1,1
431_nda-12,1,1
134_nda-18,2,2
34_nda-4,1,1
500_nda-5,2,2
311_nda-5,1,1
118_nda-12,2,2
192_nda-8,1,1
368_nda-10,2,2
320_nda-20,0,2
527_nda-11,2,2
376_nda-10,1,1
133_nda-11,2,2
541_nda-13,1,1
384_nda-19,1,1
105_nda-2,0,0
437_nda-15,1,1
267_nda-8,1,1
179_nda-12,1,1
290_nda-2,0,2
499_nda-5,1,1
467_nda-11,2,2
269_nda-18,2,2
188_nda-1,2,0
418_nda-11,2,2
384_nda-8,1,1
363_nda-7,1,1
466_nda-17,2,0
232_nda-20,0,0
209_nda-15,1,1
374_nda-2,0,0
489_nda-17,2,2
615_nda-4,1,1
512_nda-11,2,2
257_nda-10,2,2
467_nda-3,1,1
538_nda-4,1,1
502_nda-10,2,2
349_nda-3,1,1
534_nda-15,1,2
197_nda-18,2,2
230_nda-2,0,0
184_nda-5,1,1
535_nda-8,1,1
183_nda-5,1,1
385_nda-3,1,1
169_nda-3,1,1
317_nda-8,1,1
481_nda-1,2,2
315_nda-3,1,1
593_nda-2,0,2
88_nda-7,0,2
121_nda-8,1,1
87_nda-18,2,2
114_nda-11,2,2
265_nda-1,2,2
182_nda-20,0,2
108_nda-20,0,2
257_nda-18,2,2
335_nda-1,0,1
352_nda-5,1,1
360_nda-8,1,1
430_nda-18,2,1
530_nda-5,1,1
239_nda-15,2,2
229_nda-8,2,2
303_nda-1,2,2
132_nda-19,1,2
134_nda-20,0,0
461_nda-8,2,2
184_nda-12,1,1
525_nda-4,1,1
607_nda-8,1,1
428_nda-8,1,1
123_nda-15,1,1
